Prompt,Intent,Entities
How many exposures are there per BU?,vulnerability_BU,"BU, Severity"
Can you break down issues by business unit?,vulnerability_BU,"BU, Severity"
Report vulnerabilities for each BU.,vulnerability_BU,"BU, Severity"
How many threats exist in each BU?,vulnerability_BU,"BU, Severity"
BU-level vulnerability report?,vulnerability_BU,"BU, Severity"
Can you show me how vulnerabilities are distributed across BUs?,vulnerability_BU,"BU, Severity"
How many risk points are there per BU?,vulnerability_BU,"BU, Severity"
Risk-wise vulnerability count per BU?,vulnerability_BU,"BU, Severity"
How many problematic entries are found in each BU?,vulnerability_BU,"BU, Severity"
Enumerate vulnerabilities per BU.,vulnerability_BU,"BU, Severity"
How do vulnerability counts vary by BU?,vulnerability_BU,"BU, Severity"
BU-wise statistics of vulnerabilities?,vulnerability_BU,"BU, Severity"
Create a list of BU-wise vulnerabilities.,vulnerability_BU,"BU, Severity"
Display all vulnerabilities sorted by BU.,vulnerability_BU,"BU, Severity"
Vulnerabilities categorized by BU?,vulnerability_BU,"BU, Severity"
Security issue count for each BU?,vulnerability_BU,"BU, Severity"
Give a summary of vulnerabilities in each BU.,vulnerability_BU,"BU, Severity"
What’s the BU-level detail on vulnerabilities?,vulnerability_BU,"BU, Severity"
Can I see the number of vulnerabilities across business units?,vulnerability_BU,"BU, Severity"
List vulnerabilities according to BU.,vulnerability_BU,"BU, Severity"
Can I have the vulnerability count for every BU?,vulnerability_BU,"BU, Severity"
Break vulnerabilities by business unit.,vulnerability_BU,"BU, Severity"
Sort vulnerabilities by BU.,vulnerability_BU,"BU, Severity"
Tabulate vulnerabilities by BU.,vulnerability_BU,"BU, Severity"
How are vulnerabilities spread across BUs?,vulnerability_BU,"BU, Severity"
How many issues are detected per BU?,vulnerability_BU,"BU, Severity"
What is the BU-wise summary of vulnerabilities?,vulnerability_BU,"BU, Severity"
Show vulnerability distribution per BU.,vulnerability_BU,"BU, Severity"
How many findings are there per BU?,vulnerability_BU,"BU, Severity"
BU-wise risk data?,vulnerability_BU,"BU, Severity"
Group vulnerabilities per business unit.,vulnerability_BU,"BU, Severity"
Give me per-BU vulnerability data.,vulnerability_BU,"BU, Severity"
What’s the number of cases in each BU?,vulnerability_BU,"BU, Severity"
Show me how risks are divided among BUs.,vulnerability_BU,"BU, Severity"
How many vulnerability entries exist per BU?,vulnerability_BU,"BU, Severity"
Display business unit-wise vulnerabilities.,vulnerability_BU,"BU, Severity"
Get vulnerabilities grouped per BU.,vulnerability_BU,"BU, Severity"
BU-wise vulnerability counts requested.,vulnerability_BU,"BU, Severity"
I need vulnerability counts by BU.,vulnerability_BU,"BU, Severity"
What is the data on vulnerabilities per BU?,vulnerability_BU,"BU, Severity"
Give BU-level breakdown of all vulnerabilities.,vulnerability_BU,"BU, Severity"
Show how many vulnerabilities are reported in each BU.,vulnerability_BU,"BU, Severity"
How many reported issues are there per BU?,vulnerability_BU,"BU, Severity"
List BU-wise exposure details.,vulnerability_BU,"BU, Severity"
Break down vulnerabilities by lab name,vulnerability_labname,"Lab name, Severity"
List vulnerabilities based on lab name,vulnerability_labname,"Lab name, Severity"
Can you show the number of vulnerabilities for each lab?,vulnerability_labname,"Lab name, Severity"
Provide a lab-wise vulnerability count,vulnerability_labname,"Lab name, Severity"
How many vulnerabilities exist for each lab?,vulnerability_labname,"Lab name, Severity"
Show me vulnerabilities sorted by lab name,vulnerability_labname,"Lab name, Severity"
How are vulnerabilities distributed by lab?,vulnerability_labname,"Lab name, Severity"
Vulnerability counts per lab?,vulnerability_labname,"Lab name, Severity"
Break vulnerabilities by lab,vulnerability_labname,"Lab name, Severity"
Lab-wise breakdown of vulnerabilities?,vulnerability_labname,"Lab name, Severity"
Can you list the vulnerabilities for every lab?,vulnerability_labname,"Lab name, Severity"
Show vulnerabilities grouped by lab name,vulnerability_labname,"Lab name, Severity"
What’s the vulnerability distribution per lab?,vulnerability_labname,"Lab name, Severity"
How many security issues exist for each lab?,vulnerability_labname,"Lab name, Severity"
Lab-level vulnerability report?,vulnerability_labname,"Lab name, Severity"
Get vulnerability numbers categorized by lab,vulnerability_labname,"Lab name, Severity"
How many bugs are there in each lab?,vulnerability_labname,"Lab name, Severity"
List number of issues per lab,vulnerability_labname,"Lab name, Severity"
Display vulnerabilities across labs,vulnerability_labname,"Lab name, Severity"
What’s the number of vulnerabilities per lab?,vulnerability_labname,"Lab name, Severity"
Summarize vulnerabilities lab-wise,vulnerability_labname,"Lab name, Severity"
How many risks are tied to each lab?,vulnerability_labname,"Lab name, Severity"
Which lab has how many vulnerabilities?,vulnerability_labname,"Lab name, Severity"
Tell me the vulnerabilities per lab,vulnerability_labname,"Lab name, Severity"
Total vulnerabilities broken down by lab,vulnerability_labname,"Lab name, Severity"
Can I get vulnerabilities grouped by lab name?,vulnerability_labname,"Lab name, Severity"
How many flaws are in every lab?,vulnerability_labname,"Lab name, Severity"
Report vulnerabilities per lab,vulnerability_labname,"Lab name, Severity"
Lab-specific vulnerability stats?,vulnerability_labname,"Lab name, Severity"
Get me lab-wise security issue counts,vulnerability_labname,"Lab name, Severity"
Display security problems per lab,vulnerability_labname,"Lab name, Severity"
How are risks distributed by lab name?,vulnerability_labname,"Lab name, Severity"
Show the count of flaws per lab,vulnerability_labname,"Lab name, Severity"
Lab-wise vulnerabilities summary?,vulnerability_labname,"Lab name, Severity"
Provide a report of vulnerabilities by lab,vulnerability_labname,"Lab name, Severity"
Vulnerability issues per lab name?,vulnerability_labname,"Lab name, Severity"
Give lab-level breakdown of risks,vulnerability_labname,"Lab name, Severity"
Number of vulnerabilities in each lab?,vulnerability_labname,"Lab name, Severity"
Vulnerability entries grouped by lab name,vulnerability_labname,"Lab name, Severity"
Show me a count of threats per lab,vulnerability_labname,"Lab name, Severity"
How many vulnerable points per lab?,vulnerability_labname,"Lab name, Severity"
Lab name-wise vulnerability report?,vulnerability_labname,"Lab name, Severity"
How many exposures are in each lab?,vulnerability_labname,"Lab name, Severity"
Display issues sorted by lab,vulnerability_labname,"Lab name, Severity"
List findings categorized by lab,vulnerability_labname,"Lab name, Severity"
Break security gaps down by lab,vulnerability_labname,"Lab name, Severity"
Which lab has the most issues?,vulnerability_labname,"Lab name, Severity"
Get the data of vulnerabilities for each lab,vulnerability_labname,"Lab name, Severity"
Give per-lab count of security flaws,vulnerability_labname,"Lab name, Severity"
Show how many vulnerabilities belong to each lab,vulnerability_labname,"Lab name, Severity"
Group vulnerabilities under lab names,vulnerability_labname,"Lab name, Severity"
Tabulate vulnerabilities per lab,vulnerability_labname,"Lab name, Severity"
How are vulnerabilities assigned to each lab?,vulnerability_labname,"Lab name, Severity"
Create a list of vulnerabilities for each lab,vulnerability_labname,"Lab name, Severity"
How many defects per lab name?,vulnerability_labname,"Lab name, Severity"
How many vulnerability incidents occurred in each lab?,vulnerability_labname,"Lab name, Severity"
Give me a breakdown of security issues by lab,vulnerability_labname,"Lab name, Severity"
Show all vulnerabilities according to lab name,vulnerability_labname,"Lab name, Severity"
Per-lab vulnerabilities data?,vulnerability_labname,"Lab name, Severity"
Lab-by-lab vulnerability breakdown?,vulnerability_labname,"Lab name, Severity"
How many risks are logged per lab?,vulnerability_labname,"Lab name, Severity"
Lab name-wise list of vulnerabilities,vulnerability_labname,"Lab name, Severity"
What is the frequency of vulnerabilities across labs?,vulnerability_labname,"Lab name, Severity"
Which lab has what number of vulnerabilities?,vulnerability_labname,"Lab name, Severity"
List the number of vulnerabilities seen in each lab,vulnerability_labname,"Lab name, Severity"
Can I have vulnerability stats per lab?,vulnerability_labname,"Lab name, Severity"
Vulnerability grouping based on lab name?,vulnerability_labname,"Lab name, Severity"
Security issues by lab name?,vulnerability_labname,"Lab name, Severity"
Display lab-wise threat counts,vulnerability_labname,"Lab name, Severity"
Show me threat numbers lab-wise,vulnerability_labname,"Lab name, Severity"
Breakdown of issues per lab requested,vulnerability_labname,"Lab name, Severity"
Show lab-wise risk entries,vulnerability_labname,"Lab name, Severity"
Vulnerability index per lab?,vulnerability_labname,"Lab name, Severity"
What is the lab-specific vulnerability count?,vulnerability_labname,"Lab name, Severity"
Summarize flaws by lab,vulnerability_labname,"Lab name, Severity"
Map vulnerabilities to labs,vulnerability_labname,"Lab name, Severity"
What’s the defect distribution across labs?,vulnerability_labname,"Lab name, Severity"
Give all vulnerability data categorized by lab,vulnerability_labname,"Lab name, Severity"
Can I get a list of security flaws per lab?,vulnerability_labname,"Lab name, Severity"
How many entries per lab in vulnerability report?,vulnerability_labname,"Lab name, Severity"
Lab-wise details of security issues?,vulnerability_labname,"Lab name, Severity"
How many gaps exist for each lab?,vulnerability_labname,"Lab name, Severity"
Per-lab issue count needed,vulnerability_labname,"Lab name, Severity"
Vulnerabilities organized by lab?,vulnerability_labname,"Lab name, Severity"
How many cases of vulnerabilities are in each lab?,vulnerability_labname,"Lab name, Severity"
Which labs are affected by how many vulnerabilities?,vulnerability_labname,"Lab name, Severity"
What’s the threat distribution per lab?,vulnerability_labname,"Lab name, Severity"
Can you sort vulnerabilities based on lab name?,vulnerability_labname,"Lab name, Severity"
Show list of labs and their corresponding vulnerabilities,vulnerability_labname,"Lab name, Severity"
Display how many vulnerabilities each lab has,vulnerability_labname,"Lab name, Severity"
What’s the vulnerability summary per lab?,vulnerability_labname,"Lab name, Severity"
What is the per-lab risk breakdown?,vulnerability_labname,"Lab name, Severity"
List lab-wise issues identified,vulnerability_labname,"Lab name, Severity"
Can you chart vulnerabilities lab-wise?,vulnerability_labname,"Lab name, Severity"
Lab name grouping for vulnerabilities?,vulnerability_labname,"Lab name, Severity"
How many open vulnerabilities are associated with each lab?,vulnerability_labname,"Lab name, Severity"
Provide a list of issues per lab name,vulnerability_labname,"Lab name, Severity"
How many threat reports are linked to each lab?,vulnerability_labname,"Lab name, Severity"
Categorize vulnerabilities using lab names,vulnerability_labname,"Lab name, Severity"
Generate vulnerability report by lab,vulnerability_labname,"Lab name, Severity"
Display total flaws per lab,vulnerability_labname,"Lab name, Severity"
Can you give a breakdown of flaws by lab?,vulnerability_labname,"Lab name, Severity"
BU replaced with lab name: how many vulnerabilities exist?,vulnerability_labname,"Lab name, Severity"
List vulnerabilities with exploit available,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Show me vulnerabilities that have exploits,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Which vulnerabilities have an available exploit?,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Display vulnerabilities where an exploit exists,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
List all vulnerabilities with known exploits,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Give me vulnerabilities with public exploits,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
What vulnerabilities have exploits published?,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Show vulnerabilities with working exploits,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Which vulnerabilities are currently exploitable?,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Get a list of vulnerabilities that are exploitable,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
List vulnerabilities that can be exploited,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Are there any vulnerabilities with exploit code available?,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Display all exploitable vulnerabilities,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
Which vulnerabilities have corresponding exploits?,exploit_available,"CVE, Plugin, Exploit?, IP Address, Severity"
